"outcome_id","big_task","subtask","class_label","comparison","p_value","estimate","conf_low","conf_high","statistic","parameter","method","log2_p"
"signature | GeneProgrames | Class 8","signature","GeneProgrames","Class 8","radiomics vs radiopathomics",7.56495190967621e-05,-0.291977116999155,-0.340571358804234,-0.243382875194076,-16.6821912887081,4,"Paired t-test",13.6903095631636
"signature | GeneProgrames | Class 8","signature","GeneProgrames","Class 8","pathomics vs radiopathomics",0.595962414391055,-0.00378303677552052,-0.0220434097555354,0.0144773362044944,-0.575201500520973,4,"Paired t-test",0.746706747893702
"signature | GeneProgrames | Class 9","signature","GeneProgrames","Class 9","radiomics vs pathomics",0.000294270220419845,-0.325421656673424,-0.401929213099671,-0.248914100247177,-11.8094918724436,4,"Paired t-test",11.7305708278468
"signature | GeneProgrames | Class 9","signature","GeneProgrames","Class 9","radiomics vs radiopathomics",0.000248964060492981,-0.323510747181656,-0.396385949186228,-0.250635545177084,-12.3253151385438,4,"Paired t-test",11.971774884207
"signature | GeneProgrames | Class 9","signature","GeneProgrames","Class 9","pathomics vs radiopathomics",0.237006747456579,0.00191090949176791,-0.00190722144738351,0.00572904043091932,1.38956347737885,4,"Paired t-test",2.07699996241541
"signature | GeneProgrames | Class 10","signature","GeneProgrames","Class 10","radiomics vs pathomics",1.7603705953447e-05,-0.448215716521115,-0.499867131804663,-0.396564301237567,-24.0931700588686,4,"Paired t-test",15.7937612956971
"signature | GeneProgrames | Class 10","signature","GeneProgrames","Class 10","radiomics vs radiopathomics",1.81414289113686e-05,-0.448338103064375,-0.50039598896865,-0.396280217160101,-23.9115767016683,4,"Paired t-test",15.7503523800832
"signature | GeneProgrames | Class 10","signature","GeneProgrames","Class 10","pathomics vs radiopathomics",0.933901041925489,-0.000122386543260578,-0.00397171731015113,0.00372694422362997,-0.0882749598711141,4,"Paired t-test",0.0986584077864638
"signature | GeneProgrames | Class 11","signature","GeneProgrames","Class 11","radiomics vs pathomics",2.87819337129991e-05,-0.360855924913777,-0.407916298560116,-0.313795551267437,-21.2896028819867,4,"Paired t-test",15.0844769516971
"signature | GeneProgrames | Class 11","signature","GeneProgrames","Class 11","radiomics vs radiopathomics",6.22689535773064e-05,-0.34161174303519,-0.395736315057368,-0.287487171013011,-17.5237644639387,4,"Paired t-test",13.9711274393442
"signature | GeneProgrames | Class 11","signature","GeneProgrames","Class 11","pathomics vs radiopathomics",0.12035875112201,0.0192441818785867,-0.00789678008167614,0.0463851438388496,1.96862641267343,4,"Paired t-test",3.05458705285614
"signature | GeneProgrames | Class 12","signature","GeneProgrames","Class 12","radiomics vs pathomics",0.000372719972022373,-0.350718430065438,-0.438322654029771,-0.263114206101105,-11.1153369597143,4,"Paired t-test",11.389620252284
"signature | GeneProgrames | Class 12","signature","GeneProgrames","Class 12","radiomics vs radiopathomics",0.00038716753675757,-0.353938230944716,-0.443214296325649,-0.264662165563783,-11.0073183070487,4,"Paired t-test",11.3347543890297
"signature | GeneProgrames | Class 12","signature","GeneProgrames","Class 12","pathomics vs radiopathomics",0.337534612156797,-0.00321980087927765,-0.0114319784545393,0.00499237669598401,-1.08857855411111,4,"Paired t-test",1.56689264538576
"signature | GeneProgrames | Class 13","signature","GeneProgrames","Class 13","radiomics vs pathomics",0.000149207575885283,-0.318582937521804,-0.381570787730648,-0.25559508731296,-14.0428357937156,4,"Paired t-test",12.7103915905069
"signature | GeneProgrames | Class 13","signature","GeneProgrames","Class 13","radiomics vs radiopathomics",4.96766408824965e-05,-0.330050035207005,-0.379442464132292,-0.280657606281719,-18.5527584826206,4,"Paired t-test",14.2970728521266
"signature | GeneProgrames | Class 13","signature","GeneProgrames","Class 13","pathomics vs radiopathomics",0.247058833188853,-0.011467097685201,-0.0349737436543144,0.0120395482839125,-1.35441556744141,4,"Paired t-test",2.01707345695283
"signature | GeneProgrames | Class 14","signature","GeneProgrames","Class 14","radiomics vs pathomics",0.000636070650611786,-0.279601662938969,-0.359756685561854,-0.199446640316083,-9.684965995511,4,"Paired t-test",10.6185253599104
"signature | GeneProgrames | Class 14","signature","GeneProgrames","Class 14","radiomics vs radiopathomics",0.000728690667770323,-0.274196314808558,-0.355620331965386,-0.19277229765173,-9.34971084326629,4,"Paired t-test",10.4224058651104
"signature | GeneProgrames | Class 14","signature","GeneProgrames","Class 14","pathomics vs radiopathomics",0.0510787490098238,0.00540534813041058,-4.0851065524101e-05,0.0108515473263453,2.75561943635315,4,"Paired t-test",4.29113299792563
"signature | GeneProgrames | Class 15","signature","GeneProgrames","Class 15","radiomics vs pathomics",8.23600371014559e-05,-0.23954058340999,-0.280274429470196,-0.198806737349783,-16.3272399891207,4,"Paired t-test",13.5676959945629
"signature | GeneProgrames | Class 15","signature","GeneProgrames","Class 15","radiomics vs radiopathomics",0.000184966206180169,-0.227179385928521,-0.274619321473947,-0.179739450383094,-13.2957831162965,4,"Paired t-test",12.4004506689688
"signature | GeneProgrames | Class 15","signature","GeneProgrames","Class 15","pathomics vs radiopathomics",0.156659136177183,0.0123611974814692,-0.0073519839195968,0.0320743788825352,1.74097653461215,4,"Paired t-test",2.6742991864413
"signature | GeneProgrames | Class 16","signature","GeneProgrames","Class 16","radiomics vs pathomics",7.5550108569396e-05,-0.355862724501679,-0.415069855598414,-0.296655593404943,-16.6877418524254,4,"Paired t-test",13.6922066458182
"signature | GeneProgrames | Class 16","signature","GeneProgrames","Class 16","radiomics vs radiopathomics",0.000175591725851191,-0.354383430911045,-0.427412657221801,-0.281354204600288,-13.4730462284968,4,"Paired t-test",12.475487515056
"signature | GeneProgrames | Class 16","signature","GeneProgrames","Class 16","pathomics vs radiopathomics",0.915427393464215,0.00147929359063419,-0.0348469704624799,0.0378055576437483,0.113063579642032,4,"Paired t-test",0.127482630757766
"signature | GeneProgrames | Class 17","signature","GeneProgrames","Class 17","radiomics vs pathomics",0.000125880894331737,-0.410362463616961,-0.488066926472128,-0.332658000761794,-14.6625922321842,4,"Paired t-test",12.955653046012
"signature | GeneProgrames | Class 17","signature","GeneProgrames","Class 17","radiomics vs radiopathomics",0.000182296279438278,-0.409780812348224,-0.49503555897403,-0.324526065722418,-13.3451095179704,4,"Paired t-test",12.421427262444
"signature | GeneProgrames | Class 17","signature","GeneProgrames","Class 17","pathomics vs radiopathomics",0.901990697254099,0.000581651268736839,-0.0117321965377086,0.0128954990751822,0.131146887910308,4,"Paired t-test",0.148815540668997
"signature | GeneProgrames | Class 18","signature","GeneProgrames","Class 18","radiomics vs pathomics",0.00265836776320803,-0.208389322814612,-0.295423197419999,-0.121355448209225,-6.64777384584348,4,"Paired t-test",8.55524358130656
"signature | GeneProgrames | Class 18","signature","GeneProgrames","Class 18","radiomics vs radiopathomics",0.0019192800220673,-0.213882376659351,-0.295765687794461,-0.131999065524242,-7.25218203235684,4,"Paired t-test",9.02521906923318
"signature | GeneProgrames | Class 18","signature","GeneProgrames","Class 18","pathomics vs radiopathomics",0.622381653835149,-0.00549305384473957,-0.0341163817945047,0.0231302741050255,-0.532822825025148,4,"Paired t-test",0.684128560770114
"signature | GeneProgrames | Class 19","signature","GeneProgrames","Class 19","radiomics vs pathomics",0.00285165280670075,-0.172561059244153,-0.246004876696786,-0.0991172417915192,-6.52343961552879,4,"Paired t-test",8.45398594262157
"signature | GeneProgrames | Class 19","signature","GeneProgrames","Class 19","radiomics vs radiopathomics",0.00164109992961888,-0.175317121339039,-0.239707234854335,-0.110927007823744,-7.5595201937875,4,"Paired t-test",9.25112119475855
"signature | GeneProgrames | Class 19","signature","GeneProgrames","Class 19","pathomics vs radiopathomics",0.599372719759491,-0.00275606209488675,-0.0161886101946647,0.0106764860048912,-0.569665193538075,4,"Paired t-test",0.738474673303717
"signature | GeneProgrames | Class 20","signature","GeneProgrames","Class 20","radiomics vs pathomics",0.000558407113552119,-0.176939140895667,-0.225983931015427,-0.127894350775907,-10.0165952481006,4,"Paired t-test",10.8063950593826
"signature | GeneProgrames | Class 20","signature","GeneProgrames","Class 20","radiomics vs radiopathomics",0.000624000811354043,-0.161474943725242,-0.207536956738918,-0.115412930711566,-9.73310300148897,4,"Paired t-test",10.6461644746034
"signature | GeneProgrames | Class 20","signature","GeneProgrames","Class 20","pathomics vs radiopathomics",0.432674218415652,0.0154641971704253,-0.0338030014053938,0.0647313957462444,0.871482361100072,4,"Paired t-test",1.20864693685468
"signature | GeneProgrames | Class 21","signature","GeneProgrames","Class 21","radiomics vs pathomics",0.00129573907964654,-0.252222720284902,-0.339264786711205,-0.165180653858599,-8.04533446764621,4,"Paired t-test",9.59200904977117
"signature | GeneProgrames | Class 21","signature","GeneProgrames","Class 21","radiomics vs radiopathomics",0.000141586166740823,-0.237605989039158,-0.283961826302313,-0.191250151776004,-14.2312171278115,4,"Paired t-test",12.7860320615107
"signature | GeneProgrames | Class 21","signature","GeneProgrames","Class 21","pathomics vs radiopathomics",0.492542647937121,0.0146167312457436,-0.039171629402805,0.0684050918942923,0.754485755503901,4,"Paired t-test",1.02167944584415
"signature | GeneProgrames | Class 22","signature","GeneProgrames","Class 22","radiomics vs pathomics",0.0100621523313422,-0.1201807174927,-0.192783947782838,-0.0475774872025624,-4.59587216007236,4,"Paired t-test",6.63491725385319
"signature | GeneProgrames | Class 22","signature","GeneProgrames","Class 22","radiomics vs radiopathomics",0.0059116486437443,-0.113483655506101,-0.172449726768731,-0.0545175842434716,-5.34343111391166,4,"Paired t-test",7.40222375857976
"signature | GeneProgrames | Class 22","signature","GeneProgrames","Class 22","pathomics vs radiopathomics",0.776363669540747,0.00669706198659901,-0.054489607177594,0.0678837311507921,0.303890132048247,4,"Paired t-test",0.365195487139426
"signature | GeneProgrames | Class 23","signature","GeneProgrames","Class 23","radiomics vs pathomics",0.000631101181211375,-0.275233360810523,-0.35397608400478,-0.196490637616266,-9.70464680938607,4,"Paired t-test",10.6298410559111
"signature | GeneProgrames | Class 23","signature","GeneProgrames","Class 23","radiomics vs radiopathomics",0.000719169377470947,-0.268268296938013,-0.347660581134227,-0.188876012741798,-9.38166986192859,4,"Paired t-test",10.4413807879398
"signature | GeneProgrames | Class 23","signature","GeneProgrames","Class 23","pathomics vs radiopathomics",0.500848337919674,0.00696506387251015,-0.0191979929340474,0.0331281206790676,0.739138306322596,4,"Paired t-test",0.997554288384269
"signature | GeneProgrames | Class 24","signature","GeneProgrames","Class 24","radiomics vs pathomics",0.000276412357275458,-0.243106337382304,-0.299353111422815,-0.186859563341793,-12.0001797788709,4,"Paired t-test",11.8208902653373
"signature | GeneProgrames | Class 24","signature","GeneProgrames","Class 24","radiomics vs radiopathomics",2.88497987371714e-05,-0.235269860187485,-0.265970357414845,-0.204569362960124,-21.2769795511965,4,"Paired t-test",15.0810792201032
"signature | GeneProgrames | Class 24","signature","GeneProgrames","Class 24","pathomics vs radiopathomics",0.446353853940343,0.00783647719481955,-0.0179527393734021,0.0336256937630412,0.843668464762952,4,"Paired t-test",1.16374021228276
"signature | GeneProgrames | Class 25","signature","GeneProgrames","Class 25","radiomics vs pathomics",1.98995497087152e-06,-0.36629815812065,-0.390727626460685,-0.341868689780616,-41.6303258835308,4,"Paired t-test",18.9388327837991
"signature | GeneProgrames | Class 25","signature","GeneProgrames","Class 25","radiomics vs radiopathomics",6.35426287850302e-06,-0.367892156343477,-0.400715594935297,-0.335068717751658,-31.1189936381336,4,"Paired t-test",17.2638437931431
"signature | GeneProgrames | Class 25","signature","GeneProgrames","Class 25","pathomics vs radiopathomics",0.877488985685344,-0.00159399822282704,-0.0285361366679109,0.0253481402222568,-0.164264932885076,4,"Paired t-test",0.188547078184535
"signature | GeneProgrames | Class 26","signature","GeneProgrames","Class 26","radiomics vs pathomics",1.92046081124893e-05,-0.452245218486447,-0.505514260767403,-0.398976176205491,-23.5715524336486,4,"Paired t-test",15.6681879497731
"signature | GeneProgrames | Class 26","signature","GeneProgrames","Class 26","radiomics vs radiopathomics",3.2844065935172e-05,-0.447226988308822,-0.50752356420324,-0.386930412414403,-20.593228789254,4,"Paired t-test",14.8940077376558
"signature | GeneProgrames | Class 26","signature","GeneProgrames","Class 26","pathomics vs radiopathomics",0.255726925158968,0.00501823017762482,-0.00549539357731964,0.0155318539325693,1.32521773064875,4,"Paired t-test",1.9673240268057
"signature | GeneProgrames | Class 27","signature","GeneProgrames","Class 27","radiomics vs pathomics",4.28470474056914e-06,-0.461772847146161,-0.499095482369551,-0.424450211922771,-34.3514586657252,4,"Paired t-test",17.8323727778203
"signature | GeneProgrames | Class 27","signature","GeneProgrames","Class 27","radiomics vs radiopathomics",7.73978257101458e-06,-0.460447733212877,-0.503613278158556,-0.417282188267198,-29.6163955925288,4,"Paired t-test",16.979275531136
"signature | GeneProgrames | Class 27","signature","GeneProgrames","Class 27","pathomics vs radiopathomics",0.655902159667486,0.0013251139332844,-0.00633006378201785,0.00898029164858666,0.480603616365765,4,"Paired t-test",0.608447469510288
"signature | GeneProgrames | Class 28","signature","GeneProgrames","Class 28","radiomics vs pathomics",6.40377866703812e-06,-0.382456586550989,-0.416645978805264,-0.348267194296714,-31.0584554935275,4,"Paired t-test",17.2526451242877
"signature | GeneProgrames | Class 28","signature","GeneProgrames","Class 28","radiomics vs radiopathomics",1.4324853081962e-05,-0.382485301139555,-0.424336648224495,-0.340633954054614,-25.3743192543769,4,"Paired t-test",16.0911201318952
"signature | GeneProgrames | Class 28","signature","GeneProgrames","Class 28","pathomics vs radiopathomics",0.996872693018466,-2.87145885659923e-05,-0.0191484054025563,0.0190909762254243,-0.00416975774595067,4,"Paired t-test",0.00451881983062568
"signature | GeneProgrames | Class 29","signature","GeneProgrames","Class 29","radiomics vs pathomics",0.020693217857244,-0.160796643575194,-0.281202090354119,-0.0403911967962697,-3.70783104859278,4,"Paired t-test",5.59469818373983
"signature | GeneProgrames | Class 29","signature","GeneProgrames","Class 29","radiomics vs radiopathomics",0.0157259222727432,-0.136153999192394,-0.229942840039066,-0.0423651583457223,-4.03058723402744,4,"Paired t-test",5.99071156095023
"signature | GeneProgrames | Class 29","signature","GeneProgrames","Class 29","pathomics vs radiopathomics",0.145374074077069,0.0246426443828005,-0.0132605874687103,0.0625458762343112,1.8050953977696,4,"Paired t-test",2.78215809203616
"signature | GeneProgrames | Class 30","signature","GeneProgrames","Class 30","radiomics vs pathomics",0.00185737851965313,-0.194375968940046,-0.268146329354945,-0.120605608525146,-7.31559673148441,4,"Paired t-test",9.0725164291204
"signature | GeneProgrames | Class 30","signature","GeneProgrames","Class 30","radiomics vs radiopathomics",0.00288452532053115,-0.190504916287282,-0.271836591013841,-0.109173241560722,-6.50332658364911,4,"Paired t-test",8.4374503571465
"signature | GeneProgrames | Class 30","signature","GeneProgrames","Class 30","pathomics vs radiopathomics",0.378302137801565,0.00387105265276408,-0.0069874616830384,0.0147295669885666,0.989800709134992,4,"Paired t-test",1.40238916574564
"signature | GeneProgrames | Class 31","signature","GeneProgrames","Class 31","radiomics vs pathomics",0.0004720334012972,-0.166246027817361,-0.210372360255275,-0.122119695379447,-10.4602613607538,4,"Paired t-test",11.048823430596
"signature | GeneProgrames | Class 31","signature","GeneProgrames","Class 31","radiomics vs radiopathomics",0.00011044203441655,-0.173282061011222,-0.205022501782186,-0.141541620240259,-15.1575755858224,4,"Paired t-test",13.1444230108531
"signature | GeneProgrames | Class 31","signature","GeneProgrames","Class 31","pathomics vs radiopathomics",0.778358932132113,-0.00703603319386126,-0.0719207230745114,0.0578486566867889,-0.301075029518343,4,"Paired t-test",0.361492502410102
"signature | GeneProgrames | Class 32","signature","GeneProgrames","Class 32","radiomics vs pathomics",0.00222191819222236,-0.169629942238646,-0.237153927266273,-0.102105957211019,-6.97482861283705,4,"Paired t-test",8.81397858487829
"signature | GeneProgrames | Class 32","signature","GeneProgrames","Class 32","radiomics vs radiopathomics",0.00151741163912158,-0.162210161533157,-0.220565819238897,-0.103854503827418,-7.71763401713456,4,"Paired t-test",9.3641717757677
"signature | GeneProgrames | Class 32","signature","GeneProgrames","Class 32","pathomics vs radiopathomics",0.359860752712594,0.00741978070548841,-0.0125178404397831,0.0273574018507599,1.03325334909777,4,"Paired t-test",1.47448932786911
"signature | GeneProgrames | Class 33","signature","GeneProgrames","Class 33","radiomics vs pathomics",1.22317890502852e-06,-0.48138247173561,-0.50980358408121,-0.452961359390011,-47.026027381553,4,"Paired t-test",19.6409331380501
"signature | GeneProgrames | Class 33","signature","GeneProgrames","Class 33","radiomics vs radiopathomics",1.6551262693324e-06,-0.473468401253233,-0.503621400050059,-0.443315402456407,-43.5962948157495,4,"Paired t-test",19.204627285107
"signature | GeneProgrames | Class 33","signature","GeneProgrames","Class 33","pathomics vs radiopathomics",0.12672921229684,0.00791407048237749,-0.0035081220238913,0.0193362629886463,1.92370967666041,4,"Paired t-test",2.98017897705377
"signature | GeneProgrames | Class 34","signature","GeneProgrames","Class 34","radiomics vs pathomics",0.000762851055625549,-0.281460562788951,-0.36604168581737,-0.196879439760532,-9.23917505326844,4,"Paired t-test",10.3563109768625
"signature | GeneProgrames | Class 34","signature","GeneProgrames","Class 34","radiomics vs radiopathomics",0.000864251586870974,-0.281681316207055,-0.369120771881412,-0.194241860532697,-8.94416262746818,4,"Paired t-test",10.1762610320959
"signature | GeneProgrames | Class 34","signature","GeneProgrames","Class 34","pathomics vs radiopathomics",0.966262783699834,-0.000220753418103681,-0.0138403853461116,0.0133988785099042,-0.0450019317988497,4,"Paired t-test",0.0495124988037154
"signature | GeneProgrames | Class 35","signature","GeneProgrames","Class 35","radiomics vs pathomics",0.00151907775773308,-0.230692110450689,-0.313708418851236,-0.147675802050142,-7.71539945835924,4,"Paired t-test",9.36258856503622
"signature | GeneProgrames | Class 35","signature","GeneProgrames","Class 35","radiomics vs radiopathomics",0.00069881616091914,-0.233885140593743,-0.302588502821318,-0.165181778366168,-9.45178274724034,4,"Paired t-test",10.482799406944
"signature | GeneProgrames | Class 35","signature","GeneProgrames","Class 35","pathomics vs radiopathomics",0.765273208299127,-0.00319303014305408,-0.0309323603686141,0.024546300082506,-0.319592176139232,4,"Paired t-test",0.385953202125826
"signature | GeneProgrames | Class 36","signature","GeneProgrames","Class 36","radiomics vs pathomics",5.16427141553616e-05,-0.301874584644548,-0.347495344384237,-0.256253824904859,-18.3718600414016,4,"Paired t-test",14.2410756489354
"signature | GeneProgrames | Class 36","signature","GeneProgrames","Class 36","radiomics vs radiopathomics",5.8705300235798e-05,-0.2858711178986,-0.330494766649809,-0.24124746914739,-17.7866554667491,4,"Paired t-test",14.056149710817
"signature | GeneProgrames | Class 36","signature","GeneProgrames","Class 36","pathomics vs radiopathomics",0.123144803420013,0.0160034667459481,-0.00679808919517458,0.0388050226870709,1.94867170590094,4,"Paired t-test",3.0215723459653
"signature | GeneProgrames | Class 37","signature","GeneProgrames","Class 37","radiomics vs pathomics",8.20141990545122e-05,-0.368029235089087,-0.430545938123671,-0.305512532054503,-16.3446394120867,4,"Paired t-test",13.5737667704115
"signature | GeneProgrames | Class 37","signature","GeneProgrames","Class 37","radiomics vs radiopathomics",8.63336238392296e-05,-0.365158052323509,-0.427998268763932,-0.302317835883086,-16.1336377311552,4,"Paired t-test",13.4997179277946
"signature | GeneProgrames | Class 37","signature","GeneProgrames","Class 37","pathomics vs radiopathomics",0.394356109777246,0.00287118276557832,-0.00548973984174126,0.0112321053728979,0.95344517704773,4,"Paired t-test",1.34242910029684
"signature | GeneProgrames | Class 38","signature","GeneProgrames","Class 38","radiomics vs pathomics",0.000256995473443274,-0.380856347124126,-0.467348252793685,-0.294364441454568,-12.2257306342189,4,"Paired t-test",11.9259694306301
"signature | GeneProgrames | Class 38","signature","GeneProgrames","Class 38","radiomics vs radiopathomics",0.000174444818331911,-0.381076884883064,-0.459476042519656,-0.302677727246473,-13.4955410699947,4,"Paired t-test",12.4849416348568
"signature | GeneProgrames | Class 38","signature","GeneProgrames","Class 38","pathomics vs radiopathomics",0.948552574225262,-0.000220537758937778,-0.00913804356212863,0.00869696804425308,-0.0686639285499525,4,"Paired t-test",0.0762003565990098
"signature | GeneProgrames | Class 39","signature","GeneProgrames","Class 39","radiomics vs pathomics",4.65214641010604e-05,-0.468843695491975,-0.53785435834972,-0.399833032634231,-18.86257470291,4,"Paired t-test",14.3917439731093
"signature | GeneProgrames | Class 39","signature","GeneProgrames","Class 39","radiomics vs radiopathomics",5.99863024881194e-05,-0.467881414883615,-0.541315734902431,-0.394447094864799,-17.6899175185905,4,"Paired t-test",14.025007366857
"signature | GeneProgrames | Class 39","signature","GeneProgrames","Class 39","pathomics vs radiopathomics",0.771562997402225,0.000962280608360322,-0.00763742967180331,0.00956199088852396,0.310675499274835,4,"Paired t-test",0.374144138571848
"signature | HRDscore | Class 1","signature","HRDscore","Class 1","radiomics vs pathomics",0.000256312228837748,-0.285114763476166,-0.349819864183962,-0.22040966276837,-12.2340508061005,4,"Paired t-test",11.929810067277
"signature | HRDscore | Class 1","signature","HRDscore","Class 1","radiomics vs radiopathomics",0.000607578789368245,-0.278990340368807,-0.358027374920594,-0.199953305817021,-9.80048618103084,4,"Paired t-test",10.6846408734477
"signature | HRDscore | Class 1","signature","HRDscore","Class 1","pathomics vs radiopathomics",0.52610376990073,0.00612442310735859,-0.0183912653563331,0.0306401115710503,0.693601755617408,4,"Paired t-test",0.926580706860657
"signature | HRDscore | Class 2","signature","HRDscore","Class 2","radiomics vs pathomics",0.000478397617357901,-0.20113586234345,-0.254707433718046,-0.147564290968853,-10.4242355815611,4,"Paired t-test",11.0295021752862
"signature | HRDscore | Class 2","signature","HRDscore","Class 2","radiomics vs radiopathomics",0.000637772899955361,-0.199697015236472,-0.256984928825744,-0.142409101647199,-9.67826834209818,4,"Paired t-test",10.6146695831989
"signature | HRDscore | Class 2","signature","HRDscore","Class 2","pathomics vs radiopathomics",0.857462007124671,0.00143884710697786,-0.0194221696222198,0.0222998638361755,0.191499774874603,4,"Paired t-test",0.221855345872619
"signature | HRDscore | Class 3","signature","HRDscore","Class 3","radiomics vs pathomics",0.0010997895625166,-0.180199878120178,-0.2397695837178,-0.120630172522556,-8.39881722672106,4,"Paired t-test",9.82855678469171
"signature | HRDscore | Class 3","signature","HRDscore","Class 3","radiomics vs radiopathomics",0.00172274000270179,-0.173522200079274,-0.238077191789052,-0.108967208369495,-7.46301486985201,4,"Paired t-test",9.18107929935942
"signature | HRDscore | Class 3","signature","HRDscore","Class 3","pathomics vs radiopathomics",0.569965433614807,0.00667767804090467,-0.0233177847642027,0.036673140846012,0.618100365085872,4,"Paired t-test",0.811053667302353
"signature | HRDscore | Class 4","signature","HRDscore","Class 4","radiomics vs pathomics",0.000253799468407571,-0.238577856155952,-0.292585546465354,-0.18457016584655,-12.2648888915263,4,"Paired t-test",11.9440233321457
"signature | HRDscore | Class 4","signature","HRDscore","Class 4","radiomics vs radiopathomics",0.000852254255511959,-0.226954491581912,-0.297149755203976,-0.156759227959849,-8.97676929668503,4,"Paired t-test",10.1964284814404
"signature | HRDscore | Class 4","signature","HRDscore","Class 4","pathomics vs radiopathomics",0.242273991090536,0.0116233645740396,-0.0119159638795766,0.0351626930276558,1.37096662468993,4,"Paired t-test",2.04528855984113
"signature | ImmuneSignatureScore | Class 1","signature","ImmuneSignatureScore","Class 1","radiomics vs pathomics",1.07472304646102e-05,-0.456332209221665,-0.502786637596485,-0.409877780846844,-27.2736394131226,4,"Paired t-test",16.5056755457622
"signature | ImmuneSignatureScore | Class 1","signature","ImmuneSignatureScore","Class 1","radiomics vs radiopathomics",8.58876156537044e-06,-0.452915669922468,-0.496498832608629,-0.409332507236307,-28.8527820681291,4,"Paired t-test",16.8291184487061
"signature | ImmuneSignatureScore | Class 1","signature","ImmuneSignatureScore","Class 1","pathomics vs radiopathomics",0.373848693773728,0.00341653929919674,-0.00606813963617322,0.0129012182345667,1.00012176254026,4,"Paired t-test",1.41947360260837
"signature | ImmuneSignatureScore | Class 2","signature","ImmuneSignatureScore","Class 2","radiomics vs pathomics",3.06732325343477e-05,-0.489660377366792,-0.554550406845296,-0.424770347888288,-20.951063959675,4,"Paired t-test",14.9926602597221
"signature | ImmuneSignatureScore | Class 2","signature","ImmuneSignatureScore","Class 2","radiomics vs radiopathomics",5.37623614640966e-05,-0.473049429689714,-0.545268735958515,-0.400830123420913,-18.1862142055221,4,"Paired t-test",14.1830439658269
"signature | ImmuneSignatureScore | Class 2","signature","ImmuneSignatureScore","Class 2","pathomics vs radiopathomics",0.0921000936471797,0.016610947677078,-0.004301388778224,0.0375232841323801,2.20536736625749,4,"Paired t-test",3.44065356652811
"signature | ImmuneSignatureScore | Class 3","signature","ImmuneSignatureScore","Class 3","radiomics vs pathomics",3.34036354577558e-05,-0.462394310534108,-0.525001728770133,-0.399786892298083,-20.5057556488571,4,"Paired t-test",14.86963534864
"signature | ImmuneSignatureScore | Class 3","signature","ImmuneSignatureScore","Class 3","radiomics vs radiopathomics",4.22166281292281e-06,-0.44646367345541,-0.482415103467339,-0.410512243443481,-34.4793483987315,4,"Paired t-test",17.8537572150708
"signature | ImmuneSignatureScore | Class 3","signature","ImmuneSignatureScore","Class 3","pathomics vs radiopathomics",0.291471216471646,0.015930637078698,-0.0204987264629309,0.0523600006203269,1.21414526743763,4,"Paired t-test",1.77857467425384
"signature | ImmuneSignatureScore | Class 4","signature","ImmuneSignatureScore","Class 4","radiomics vs pathomics",0.000200326641945902,-0.397974054625875,-0.482786135630626,-0.313161973621124,-13.0282514338946,4,"Paired t-test",12.2853580779832
"signature | ImmuneSignatureScore | Class 4","signature","ImmuneSignatureScore","Class 4","radiomics vs radiopathomics",0.000354316010971339,-0.388065754593196,-0.483747252233454,-0.292384256952939,-11.2607274280565,4,"Paired t-test",11.4626757195489
"signature | ImmuneSignatureScore | Class 4","signature","ImmuneSignatureScore","Class 4","pathomics vs radiopathomics",0.0925729773406115,0.00990830003267909,-0.00259179206346444,0.0224083921288226,2.20077187551684,4,"Paired t-test",3.43326506698244
"signature | ImmuneSignatureScore | Class 5","signature","ImmuneSignatureScore","Class 5","radiomics vs pathomics",0.000547788229510715,-0.353810428255502,-0.451396190433921,-0.256224666077082,-10.0663786373046,4,"Paired t-test",10.8340941127923
"signature | ImmuneSignatureScore | Class 5","signature","ImmuneSignatureScore","Class 5","radiomics vs radiopathomics",0.000628841189721846,-0.352645031797618,-0.453441176815371,-0.251848886779866,-9.71366089679697,4,"Paired t-test",10.6350166609014
"signature | ImmuneSignatureScore | Class 5","signature","ImmuneSignatureScore","Class 5","pathomics vs radiopathomics",0.862566243947596,0.00116539645788323,-0.0163679905658031,0.0186987834815695,0.184542740471855,4,"Paired t-test",0.213292836781919
"signature | ImmuneSignatureScore | Class 6","signature","ImmuneSignatureScore","Class 6","radiomics vs pathomics",0.000887817444117242,-0.448273432841776,-0.588404709797697,-0.308142155885854,-8.88171866724124,4,"Paired t-test",10.1374493240806
"signature | ImmuneSignatureScore | Class 6","signature","ImmuneSignatureScore","Class 6","radiomics vs radiopathomics",0.00115217852512723,-0.43841111656895,-0.585116160986068,-0.291706072151833,-8.29708619426405,4,"Paired t-test",9.76142001114488
"signature | ImmuneSignatureScore | Class 6","signature","ImmuneSignatureScore","Class 6","pathomics vs radiopathomics",0.256852550130175,0.00986231627282514,-0.0108582554837333,0.0305828880293836,1.32149730534974,4,"Paired t-test",1.96098769750425
"signature | ImmuneSignatureScore | Class 7","signature","ImmuneSignatureScore","Class 7","radiomics vs pathomics",0.000140516766816296,-0.432086205350001,-0.516221997848182,-0.347950412851821,-14.2586596530062,4,"Paired t-test",12.7969700928079
"signature | ImmuneSignatureScore | Class 7","signature","ImmuneSignatureScore","Class 7","radiomics vs radiopathomics",0.000295872029714261,-0.411910187749156,-0.508886098904446,-0.314934276593867,-11.7930938821075,4,"Paired t-test",11.7227390618613
