"outcome_id","big_task","subtask","class_label","comparison","p_value","estimate","conf_low","conf_high","statistic","parameter","method","log2_p"
"signature | ImmuneSignatureScore | Class 7","signature","ImmuneSignatureScore","Class 7","pathomics vs radiopathomics",0.585200799436934,0.0201760176008452,-0.0743194335977111,0.114671468799402,0.592807427233144,4,"Paired t-test",0.772996354558411
"signature | ImmuneSignatureScore | Class 8","signature","ImmuneSignatureScore","Class 8","radiomics vs pathomics",0.000566910573060366,-0.262792360105698,-0.335919243323994,-0.189665476887401,-9.97756953104055,4,"Paired t-test",10.7845912034253
"signature | ImmuneSignatureScore | Class 8","signature","ImmuneSignatureScore","Class 8","radiomics vs radiopathomics",0.000866811299392375,-0.252811278710001,-0.331349353457722,-0.174273203962279,-8.93727837826252,4,"Paired t-test",10.1719944196214
"signature | ImmuneSignatureScore | Class 8","signature","ImmuneSignatureScore","Class 8","pathomics vs radiopathomics",0.0313244894683142,0.00998108139569684,0.00145887077252839,0.0185032920188653,3.2517296052653,4,"Paired t-test",4.99656519331724
"signature | ImmuneSignatureScore | Class 9","signature","ImmuneSignatureScore","Class 9","radiomics vs pathomics",6.77483436535153e-07,-0.434089406292405,-0.456194811302348,-0.411984001282462,-54.5217518872259,4,"Paired t-test",20.4933109890671
"signature | ImmuneSignatureScore | Class 9","signature","ImmuneSignatureScore","Class 9","radiomics vs radiopathomics",1.74057666840667e-06,-0.425841406490536,-0.453305331790548,-0.398377481190524,-43.050120320589,4,"Paired t-test",19.1320032064582
"signature | ImmuneSignatureScore | Class 9","signature","ImmuneSignatureScore","Class 9","pathomics vs radiopathomics",0.0252158125843716,0.00824799980186877,0.00167869986911783,0.0148172997346197,3.48592984214397,4,"Paired t-test",5.30952747260743
"signature | ImmuneSignatureScore | Class 10","signature","ImmuneSignatureScore","Class 10","radiomics vs pathomics",4.67925751456613e-05,-0.441520763038207,-0.506605035441044,-0.37643649063537,-18.8349368614467,4,"Paired t-test",14.3833608474132
"signature | ImmuneSignatureScore | Class 10","signature","ImmuneSignatureScore","Class 10","radiomics vs radiopathomics",0.000183425611550226,-0.424211901709271,-0.512607955135534,-0.335815848283008,-13.3241362302428,4,"Paired t-test",12.4125172843637
"signature | ImmuneSignatureScore | Class 10","signature","ImmuneSignatureScore","Class 10","pathomics vs radiopathomics",0.411341127494646,0.0173088613289361,-0.0351363976171505,0.0697541202750227,0.916328840375724,4,"Paired t-test",1.28159276954499
"signature | ImmuneSignatureScore | Class 11","signature","ImmuneSignatureScore","Class 11","radiomics vs pathomics",0.000242610728785628,-0.298390760739898,-0.365164974821352,-0.231616546658445,-12.4069684456629,4,"Paired t-test",12.0090690284992
"signature | ImmuneSignatureScore | Class 11","signature","ImmuneSignatureScore","Class 11","radiomics vs radiopathomics",0.000234223543584823,-0.294033831234424,-0.359244572350548,-0.2288230901183,-12.5189313527295,4,"Paired t-test",12.0598262802009
"signature | ImmuneSignatureScore | Class 11","signature","ImmuneSignatureScore","Class 11","pathomics vs radiopathomics",0.536596991950422,0.00435692950547406,-0.0135602767502853,0.0222741357612334,0.675148537472292,4,"Paired t-test",0.898089127710421
"signature | ImmuneSignatureScore | Class 12","signature","ImmuneSignatureScore","Class 12","radiomics vs pathomics",4.86122631701523e-05,-0.410320102001789,-0.47139027951806,-0.349249924485518,-18.6544609021909,4,"Paired t-test",14.3283201733004
"signature | ImmuneSignatureScore | Class 12","signature","ImmuneSignatureScore","Class 12","radiomics vs radiopathomics",4.68161506509754e-05,-0.404722394173516,-0.464389827994751,-0.345054960352281,-18.8325429518821,4,"Paired t-test",14.3826341573524
"signature | ImmuneSignatureScore | Class 12","signature","ImmuneSignatureScore","Class 12","pathomics vs radiopathomics",0.107214904141957,0.00559770782827305,-0.00190991819746863,0.0131053338540147,2.07012555591442,4,"Paired t-test",3.22142262344713
"signature | ImmuneSignatureScore | Class 13","signature","ImmuneSignatureScore","Class 13","radiomics vs pathomics",2.51381981680018e-05,-0.473867396212635,-0.533595335825624,-0.414139456599647,-22.0276611122424,4,"Paired t-test",15.2797592291035
"signature | ImmuneSignatureScore | Class 13","signature","ImmuneSignatureScore","Class 13","radiomics vs radiopathomics",1.10387236530153e-05,-0.46795348602875,-0.515912181133133,-0.419994790924367,-27.0909615642572,4,"Paired t-test",16.4670671035812
"signature | ImmuneSignatureScore | Class 13","signature","ImmuneSignatureScore","Class 13","pathomics vs radiopathomics",0.624636877115331,0.00591391018388565,-0.0251100171017295,0.0369378374695008,0.52925752537597,4,"Paired t-test",0.678910349638858
"signature | ImmuneSignatureScore | Class 14","signature","ImmuneSignatureScore","Class 14","radiomics vs pathomics",6.80676465795095e-06,-0.454341587063734,-0.495583715601957,-0.413099458525511,-30.5865511844715,4,"Paired t-test",17.1645993395217
"signature | ImmuneSignatureScore | Class 14","signature","ImmuneSignatureScore","Class 14","radiomics vs radiopathomics",4.79231354202635e-06,-0.456157261592185,-0.494075651433518,-0.418238871750853,-33.4005637224479,4,"Paired t-test",17.6708462683075
"signature | ImmuneSignatureScore | Class 14","signature","ImmuneSignatureScore","Class 14","pathomics vs radiopathomics",0.524403566405312,-0.00181567452845108,-0.00905225371268302,0.00542090465578085,-0.696616526788599,4,"Paired t-test",0.931250597699623
"signature | ImmuneSignatureScore | Class 15","signature","ImmuneSignatureScore","Class 15","radiomics vs pathomics",0.000114188453434602,-0.456757259429072,-0.541133395892023,-0.372381122966122,-15.0298592749889,4,"Paired t-test",13.0962956046353
"signature | ImmuneSignatureScore | Class 15","signature","ImmuneSignatureScore","Class 15","radiomics vs radiopathomics",0.000107552990854935,-0.441753958454953,-0.522128856618727,-0.361379060291178,-15.2598092647637,4,"Paired t-test",13.1826647354804
"signature | ImmuneSignatureScore | Class 15","signature","ImmuneSignatureScore","Class 15","pathomics vs radiopathomics",0.0102349867594983,0.0150033009741196,0.00589486694734121,0.024111735000898,4.57332637300082,4,"Paired t-test",6.61034695375619
"signature | ImmuneSignatureScore | Class 16","signature","ImmuneSignatureScore","Class 16","radiomics vs pathomics",4.2111954514106e-06,-0.459731138209314,-0.496727896345531,-0.422734380073097,-34.5008139277681,4,"Paired t-test",17.8573387334189
"signature | ImmuneSignatureScore | Class 16","signature","ImmuneSignatureScore","Class 16","radiomics vs radiopathomics",2.45364483795936e-06,-0.462893052742713,-0.495427854181986,-0.43035825130344,-39.5022281883727,4,"Paired t-test",18.636642133525
"signature | ImmuneSignatureScore | Class 16","signature","ImmuneSignatureScore","Class 16","pathomics vs radiopathomics",0.28502617431745,-0.00316191453339927,-0.0102808515342333,0.00395702246743478,-1.23317317294445,4,"Paired t-test",1.81083368499916
"signature | ImmuneSignatureScore | Class 17","signature","ImmuneSignatureScore","Class 17","radiomics vs pathomics",1.61665885367078e-05,-0.31343214282756,-0.34878628588762,-0.278077999767499,-24.6145731007217,4,"Paired t-test",15.9166252001042
"signature | ImmuneSignatureScore | Class 17","signature","ImmuneSignatureScore","Class 17","radiomics vs radiopathomics",3.28146662361735e-05,-0.321473055720744,-0.364805304802636,-0.278140806638853,-20.5978759681281,4,"Paired t-test",14.8952997151698
"signature | ImmuneSignatureScore | Class 17","signature","ImmuneSignatureScore","Class 17","pathomics vs radiopathomics",0.475499610940375,-0.00804091289318445,-0.0364226011113341,0.0203407753249652,-0.786604132636733,4,"Paired t-test",1.07248393423185
"signature | ImmuneSignatureScore | Class 18","signature","ImmuneSignatureScore","Class 18","radiomics vs pathomics",6.38687247222313e-06,-0.425278195122733,-0.463270386538248,-0.387286003707218,-31.0790591224933,4,"Paired t-test",17.2564589250643
"signature | ImmuneSignatureScore | Class 18","signature","ImmuneSignatureScore","Class 18","radiomics vs radiopathomics",4.31954635269306e-06,-0.423846417277913,-0.458173288596824,-0.389519545959002,-34.2817817468432,4,"Paired t-test",17.8206887636683
"signature | ImmuneSignatureScore | Class 18","signature","ImmuneSignatureScore","Class 18","pathomics vs radiopathomics",0.704732517997447,0.0014317778448202,-0.00833142279500115,0.0111949784846416,0.407166946131145,4,"Paired t-test",0.504852309975612
"signature | ImmuneSignatureScore | Class 19","signature","ImmuneSignatureScore","Class 19","radiomics vs pathomics",0.000320854955500089,-0.259888655604788,-0.322357643099474,-0.197419668110103,-11.5507968783989,4,"Paired t-test",11.6057911141991
"signature | ImmuneSignatureScore | Class 19","signature","ImmuneSignatureScore","Class 19","radiomics vs radiopathomics",0.000349660840837749,-0.254204165594004,-0.316668467392119,-0.191739863795889,-11.298996242133,4,"Paired t-test",11.4817561445448
"signature | ImmuneSignatureScore | Class 19","signature","ImmuneSignatureScore","Class 19","pathomics vs radiopathomics",0.298681341289534,0.00568449001078459,-0.0075413212478659,0.0189103012694351,1.19332373321643,4,"Paired t-test",1.74332098000349
"signature | ImmuneSignatureScore | Class 20","signature","ImmuneSignatureScore","Class 20","radiomics vs pathomics",1.05445742512712e-05,-0.377484176013675,-0.415728646984658,-0.339239705042691,-27.4043297285499,4,"Paired t-test",16.5331396285209
"signature | ImmuneSignatureScore | Class 20","signature","ImmuneSignatureScore","Class 20","radiomics vs radiopathomics",6.46682809193054e-06,-0.371435528160854,-0.404721413449407,-0.3381496428723,-30.9822119832095,4,"Paired t-test",17.2385103096753
"signature | ImmuneSignatureScore | Class 20","signature","ImmuneSignatureScore","Class 20","pathomics vs radiopathomics",0.373633305368613,0.00604864785282109,-0.0107346241460895,0.0228319198517316,1.00062364031998,4,"Paired t-test",1.42030503344653
"signature | ImmuneSignatureScore | Class 21","signature","ImmuneSignatureScore","Class 21","radiomics vs pathomics",4.88202699026909e-05,-0.372522706449907,-0.428027074311497,-0.317018338588317,-18.6343685145117,4,"Paired t-test",14.3221602033612
"signature | ImmuneSignatureScore | Class 21","signature","ImmuneSignatureScore","Class 21","radiomics vs radiopathomics",4.33071471496097e-05,-0.360550189065939,-0.412670736434482,-0.308429641697395,-19.206394755064,4,"Paired t-test",14.4950353361729
"signature | ImmuneSignatureScore | Class 21","signature","ImmuneSignatureScore","Class 21","pathomics vs radiopathomics",0.0200104390163068,0.0119725173839683,0.00309959589608954,0.0208454388718471,3.74634637903926,4,"Paired t-test",5.64310337037211
"signature | ImmuneSignatureScore | Class 22","signature","ImmuneSignatureScore","Class 22","radiomics vs pathomics",0.000172892982135562,-0.315948658988949,-0.380801269381007,-0.251096048596892,-13.5262729200968,4,"Paired t-test",12.4978330695265
"signature | ImmuneSignatureScore | Class 22","signature","ImmuneSignatureScore","Class 22","radiomics vs radiopathomics",0.000147721753707526,-0.297371175764365,-0.356015807611286,-0.238726543917443,-14.0786073571579,4,"Paired t-test",12.7248300845569
"signature | ImmuneSignatureScore | Class 22","signature","ImmuneSignatureScore","Class 22","pathomics vs radiopathomics",0.0569730388133913,0.0185774832245845,-0.000885346670471604,0.0380403131196407,2.6501471083038,4,"Paired t-test",4.13357683141434
"signature | ImmuneSignatureScore | Class 23","signature","ImmuneSignatureScore","Class 23","radiomics vs pathomics",6.9473745178647e-05,-0.42374377111324,-0.492765327539861,-0.354722214686619,-17.045418563057,4,"Paired t-test",13.8131726024545
"signature | ImmuneSignatureScore | Class 23","signature","ImmuneSignatureScore","Class 23","radiomics vs radiopathomics",6.74948424840398e-05,-0.429272273808313,-0.498685312329902,-0.359859235286723,-17.1704182499015,4,"Paired t-test",13.8548632094138
"signature | ImmuneSignatureScore | Class 23","signature","ImmuneSignatureScore","Class 23","pathomics vs radiopathomics",0.393203701399657,-0.00552850269507268,-0.0215843480404139,0.0105273426502685,-0.956012213412433,4,"Paired t-test",1.34665119242099
"signature | ImmuneSignatureScore | Class 24","signature","ImmuneSignatureScore","Class 24","radiomics vs pathomics",5.4204863767497e-06,-0.466605650090799,-0.50660931174069,-0.426601988440908,-32.384659799155,4,"Paired t-test",17.4931462598405
"signature | ImmuneSignatureScore | Class 24","signature","ImmuneSignatureScore","Class 24","radiomics vs radiopathomics",5.55247906609589e-06,-0.464916782699424,-0.505016886110661,-0.424816679288187,-32.1898403206709,4,"Paired t-test",17.4584365207769
"signature | ImmuneSignatureScore | Class 24","signature","ImmuneSignatureScore","Class 24","pathomics vs radiopathomics",0.716046441870483,0.0016888673913751,-0.010317810489138,0.0136955452718882,0.390536637092756,4,"Paired t-test",0.48187493297971
"signature | ImmuneSignatureScore | Class 25","signature","ImmuneSignatureScore","Class 25","radiomics vs pathomics",0.00145825185887239,-0.223117585955667,-0.302547450722152,-0.143687721189182,-7.79900269541368,4,"Paired t-test",9.42154437146753
"signature | ImmuneSignatureScore | Class 25","signature","ImmuneSignatureScore","Class 25","radiomics vs radiopathomics",0.000459988398026935,-0.217298250992522,-0.27459259791567,-0.160003904069373,-10.5301255313284,4,"Paired t-test",11.0861149060322
"signature | ImmuneSignatureScore | Class 25","signature","ImmuneSignatureScore","Class 25","pathomics vs radiopathomics",0.746088151274822,0.00581933496314546,-0.0407446638963908,0.0523833338226817,0.346986179659324,4,"Paired t-test",0.422581998061314
"signature | ImmuneSignatureScore | Class 26","signature","ImmuneSignatureScore","Class 26","radiomics vs pathomics",0.000418227093958048,-0.193668193596129,-0.243496752420768,-0.143839634771491,-10.7911832255641,4,"Paired t-test",11.2234258526464
"signature | ImmuneSignatureScore | Class 26","signature","ImmuneSignatureScore","Class 26","radiomics vs radiopathomics",0.000698190319658493,-0.172947902322207,-0.223739254086823,-0.122156550557591,-9.45397868286781,4,"Paired t-test",10.4840920253478
"signature | ImmuneSignatureScore | Class 26","signature","ImmuneSignatureScore","Class 26","pathomics vs radiopathomics",0.117800633859831,0.0207202912739223,-0.00822648622405421,0.0496670687718988,1.9873974327462,4,"Paired t-test",3.08558079286691
"signature | ImmuneSignatureScore | Class 27","signature","ImmuneSignatureScore","Class 27","radiomics vs pathomics",0.00170457396709387,-0.252450979751287,-0.346106371479327,-0.158795588023248,-7.48399290313364,4,"Paired t-test",9.19637308052351
"signature | ImmuneSignatureScore | Class 27","signature","ImmuneSignatureScore","Class 27","radiomics vs radiopathomics",0.00119228846162087,-0.24602761528605,-0.32909737490072,-0.162957855671379,-8.22299440100709,4,"Paired t-test",9.7120509617791
"signature | ImmuneSignatureScore | Class 27","signature","ImmuneSignatureScore","Class 27","pathomics vs radiopathomics",0.263040171492596,0.00642336446523746,-0.00728122121706036,0.0201279501475353,1.30132491720974,4,"Paired t-test",1.92664495017029
"signature | ImmuneSignatureScore | Class 28","signature","ImmuneSignatureScore","Class 28","radiomics vs pathomics",0.000290675470033212,-0.374420873365126,-0.462171811078245,-0.286669935652007,-11.8466996277245,4,"Paired t-test",11.7483030512973
"signature | ImmuneSignatureScore | Class 28","signature","ImmuneSignatureScore","Class 28","radiomics vs radiopathomics",0.000234819583917307,-0.359960605125453,-0.439844384279132,-0.280076825971775,-12.510810965039,4,"Paired t-test",12.0561596455386
"signature | ImmuneSignatureScore | Class 28","signature","ImmuneSignatureScore","Class 28","pathomics vs radiopathomics",0.122466918438961,0.0144602682396728,-0.0060918302008665,0.035012366680212,1.95348134839087,4,"Paired t-test",3.02953600320716
"signature | ImmuneSignatureScore | Class 29","signature","ImmuneSignatureScore","Class 29","radiomics vs pathomics",0.00130917096109113,-0.135943254360665,-0.18298459937331,-0.0889019093480193,-8.02355848993827,4,"Paired t-test",9.57713077743751
"signature | ImmuneSignatureScore | Class 29","signature","ImmuneSignatureScore","Class 29","radiomics vs radiopathomics",0.000633393747376635,-0.130419304804107,-0.167766570082124,-0.0930720395260904,-9.69554364291839,4,"Paired t-test",10.6246097538525
"signature | ImmuneSignatureScore | Class 29","signature","ImmuneSignatureScore","Class 29","pathomics vs radiopathomics",0.648513754724239,0.0055239495565574,-0.025650215649367,0.0366981147624817,0.491976051527072,4,"Paired t-test",0.624790921085783
"signature | ImmuneSignatureScore | Class 30","signature","ImmuneSignatureScore","Class 30","radiomics vs pathomics",3.62609902126551e-07,-0.478165177021413,-0.498989320235669,-0.457341033807158,-63.7528925707889,4,"Paired t-test",21.3950783415735
"signature | ImmuneSignatureScore | Class 30","signature","ImmuneSignatureScore","Class 30","radiomics vs radiopathomics",9.13318656093076e-07,-0.472593286218011,-0.498527731739376,-0.446658840696645,-50.5940763294272,4,"Paired t-test",20.0623783611134
"signature | ImmuneSignatureScore | Class 30","signature","ImmuneSignatureScore","Class 30","pathomics vs radiopathomics",0.28919246417231,0.00557189080340275,-0.00709988775548126,0.0182436693622868,1.22082696410113,4,"Paired t-test",1.78989813610763
"signature | ImmuneSignatureScore | Class 31","signature","ImmuneSignatureScore","Class 31","radiomics vs pathomics",2.30364206158059e-05,-0.376885495581827,-0.423356995802535,-0.330413995361119,-22.5170671155119,4,"Paired t-test",15.4057239052691
"signature | ImmuneSignatureScore | Class 31","signature","ImmuneSignatureScore","Class 31","radiomics vs radiopathomics",1.90488712837204e-05,-0.376340385868655,-0.420578070892065,-0.332102700845244,-23.6198711953467,4,"Paired t-test",15.6799349592181
"signature | ImmuneSignatureScore | Class 31","signature","ImmuneSignatureScore","Class 31","pathomics vs radiopathomics",0.879121184360031,0.000545109713172654,-0.00879426653239911,0.00988448595874442,0.162052277918624,4,"Paired t-test",0.185866044393947
"signature | ImmuneSignatureScore | Class 32","signature","ImmuneSignatureScore","Class 32","radiomics vs pathomics",0.00017753104546449,-0.446736968488,-0.53905566209812,-0.35441827487788,-13.4354226751476,4,"Paired t-test",12.4596410438267
"signature | ImmuneSignatureScore | Class 32","signature","ImmuneSignatureScore","Class 32","radiomics vs radiopathomics",0.00016668004556683,-0.446416789172772,-0.537200200370475,-0.35563337797507,-13.6528435407396,4,"Paired t-test",12.5506309799937
"signature | ImmuneSignatureScore | Class 32","signature","ImmuneSignatureScore","Class 32","pathomics vs radiopathomics",0.928793320115673,0.000320179315227364,-0.0090253824613272,0.00966574109178192,0.0951211188586601,4,"Paired t-test",0.106570498513606
"signature | ImmuneSignatureScore | Class 33","signature","ImmuneSignatureScore","Class 33","radiomics vs pathomics",0.00051290405320969,-0.33087480322167,-0.420598142930306,-0.241151463513034,-10.2387598457803,4,"Paired t-test",10.9290234073327
"signature | ImmuneSignatureScore | Class 33","signature","ImmuneSignatureScore","Class 33","radiomics vs radiopathomics",0.00050560447597554,-0.316845338362839,-0.402447292662752,-0.231243384062926,-10.27667762958,4,"Paired t-test",10.9497031442007
"signature | ImmuneSignatureScore | Class 33","signature","ImmuneSignatureScore","Class 33","pathomics vs radiopathomics",0.020686698679716,0.014029464858831,0.0035251426727257,0.0245337870449363,3.70819157540408,4,"Paired t-test",5.59515276103022
"signature | ImmuneSignatureScore | Class 34","signature","ImmuneSignatureScore","Class 34","radiomics vs pathomics",0.00118545717234224,-0.185196664145668,-0.247633071095065,-0.12276025719627,-8.23539336725329,4,"Paired t-test",9.72034074193121
"signature | ImmuneSignatureScore | Class 34","signature","ImmuneSignatureScore","Class 34","radiomics vs radiopathomics",0.00139118633780254,-0.162433456184472,-0.219547013070982,-0.105319899297962,-7.89633143037992,4,"Paired t-test",9.48946861487599
"signature | ImmuneSignatureScore | Class 34","signature","ImmuneSignatureScore","Class 34","pathomics vs radiopathomics",0.096456061421723,0.0227632079611955,-0.00644235720178884,0.0519687731241798,2.163998435564,4,"Paired t-test",3.37398428785817
"signature | ImmuneSignatureScore | Class 35","signature","ImmuneSignatureScore","Class 35","radiomics vs pathomics",4.121380988347e-05,-0.479556898798866,-0.548019948212691,-0.411093849385041,-19.4479126438835,4,"Paired t-test",14.5665126391628
"signature | ImmuneSignatureScore | Class 35","signature","ImmuneSignatureScore","Class 35","radiomics vs radiopathomics",3.04121579512552e-05,-0.473771764157585,-0.53642118788731,-0.41112234042786,-20.9962233850866,4,"Paired t-test",15.004992285325
"signature | ImmuneSignatureScore | Class 35","signature","ImmuneSignatureScore","Class 35","pathomics vs radiopathomics",0.254215179687419,0.00578513464128096,-0.00628946389228278,0.0178597331748447,1.33023956970883,4,"Paired t-test",1.97587791581942
"signature | ImmuneSignatureScore | Class 36","signature","ImmuneSignatureScore","Class 36","radiomics vs pathomics",0.00144819771250689,-0.233422727563666,-0.31636983190405,-0.150475623223282,-7.81323705679417,4,"Paired t-test",9.43152570753001
"signature | ImmuneSignatureScore | Class 36","signature","ImmuneSignatureScore","Class 36","radiomics vs radiopathomics",0.000919507855931041,-0.226577741021558,-0.298056767200256,-0.155098714842859,-8.80091257026032,4,"Paired t-test",10.086850479013
"signature | ImmuneSignatureScore | Class 36","signature","ImmuneSignatureScore","Class 36","pathomics vs radiopathomics",0.295849380225109,0.0068449865421083,-0.00897324106749967,0.0226632141517163,1.20144493106408,4,"Paired t-test",1.75706522209823
"signature | ImmuneSignatureScore | Class 37","signature","ImmuneSignatureScore","Class 37","radiomics vs pathomics",0.000149690054818855,-0.427038065596445,-0.511538179777453,-0.342537951415437,-14.0313153236527,4,"Paired t-test",12.7057340054486
"signature | ImmuneSignatureScore | Class 37","signature","ImmuneSignatureScore","Class 37","radiomics vs radiopathomics",0.000106780831957161,-0.416513785038796,-0.492158033668674,-0.340869536408919,-15.2877142765566,4,"Paired t-test",13.1930596849793
"signature | ImmuneSignatureScore | Class 37","signature","ImmuneSignatureScore","Class 37","pathomics vs radiopathomics",0.0334754012944706,0.0105242805576485,0.001340963405504,0.0197075977097931,3.18186628599536,4,"Paired t-test",4.90075483946569
"signature | ImmuneSignatureScore | Class 38","signature","ImmuneSignatureScore","Class 38","radiomics vs pathomics",4.68406431104085e-05,-0.451127500642453,-0.517645127543153,-0.384609873741753,-18.8300575251831,4,"Paired t-test",14.3818795906167
"signature | ImmuneSignatureScore | Class 38","signature","ImmuneSignatureScore","Class 38","radiomics vs radiopathomics",6.56170088787108e-05,-0.435104316522464,-0.504960320009669,-0.365248313035259,-17.2933347107453,4,"Paired t-test",13.8955706436741
"signature | ImmuneSignatureScore | Class 38","signature","ImmuneSignatureScore","Class 38","pathomics vs radiopathomics",0.0153506658943511,0.0160231841199886,0.00506525633562845,0.0269811119043487,4.05984525496881,4,"Paired t-test",6.025554950359
"signature | ImmuneSignatureScore | Class 39","signature","ImmuneSignatureScore","Class 39","radiomics vs pathomics",4.19003558431083e-06,-0.319527998250444,-0.345209488306549,-0.29384650819434,-34.5444109659525,4,"Paired t-test",17.8646060731106
"signature | ImmuneSignatureScore | Class 39","signature","ImmuneSignatureScore","Class 39","radiomics vs radiopathomics",7.53854056525009e-06,-0.331961106300829,-0.362876368088977,-0.30104584451268,-29.8128411469026,4,"Paired t-test",17.0172833194474
"signature | ImmuneSignatureScore | Class 39","signature","ImmuneSignatureScore","Class 39","pathomics vs radiopathomics",0.0159362506268063,-0.0124331080503844,-0.0210317839063485,-0.00383443219442039,-4.0145532366989,4,"Paired t-test",5.97154394804881
"signature | ImmuneSignatureScore | Class 40","signature","ImmuneSignatureScore","Class 40","radiomics vs pathomics",2.86448287555687e-05,-0.450765734896252,-0.509480886646967,-0.392050583145537,-21.3152190010024,4,"Paired t-test",15.0913657613562
"signature | ImmuneSignatureScore | Class 40","signature","ImmuneSignatureScore","Class 40","radiomics vs radiopathomics",2.63728812675175e-05,-0.44582918070162,-0.502705464768978,-0.388952896634263,-21.7633811141288,4,"Paired t-test",15.2105852785364
"signature | ImmuneSignatureScore | Class 40","signature","ImmuneSignatureScore","Class 40","pathomics vs radiopathomics",0.145329572063559,0.00493655419463164,-0.0026553289421752,0.0125284373314385,1.80535862884652,4,"Paired t-test",2.78259979846506
"signature | ImmuneSignatureScore | Class 41","signature","ImmuneSignatureScore","Class 41","radiomics vs pathomics",7.69804342340776e-05,-0.440193793084189,-0.513779962315634,-0.366607623852744,-16.6087447534201,4,"Paired t-test",13.6651486652576
"signature | ImmuneSignatureScore | Class 41","signature","ImmuneSignatureScore","Class 41","radiomics vs radiopathomics",0.000141086372890816,-0.434259633599625,-0.518905600681765,-0.349613666517485,-14.2440103841293,4,"Paired t-test",12.7911337304679
"signature | ImmuneSignatureScore | Class 41","signature","ImmuneSignatureScore","Class 41","pathomics vs radiopathomics",0.455157551193367,0.00593415948456417,-0.0140092989131151,0.0258776178822435,0.82612893540563,4,"Paired t-test",1.13556207928689
"signature | ImmuneSignatureScore | Class 42","signature","ImmuneSignatureScore","Class 42","radiomics vs pathomics",3.24755672593606e-06,-0.350037598002162,-0.376430566271504,-0.323644629732819,-36.8226932905152,4,"Paired t-test",18.2322138434934
"signature | ImmuneSignatureScore | Class 42","signature","ImmuneSignatureScore","Class 42","radiomics vs radiopathomics",1.93880857145208e-06,-0.346237540958975,-0.369178995786447,-0.323296086131502,-41.902727314403,4,"Paired t-test",18.9763982035537
"signature | ImmuneSignatureScore | Class 42","signature","ImmuneSignatureScore","Class 42","pathomics vs radiopathomics",0.36056446667773,0.00380005704318704,-0.00642780430361718,0.0140279183899913,1.03155971901454,4,"Paired t-test",1.47167086748411
"signature | ImmuneSignatureScore | Class 43","signature","ImmuneSignatureScore","Class 43","radiomics vs pathomics",1.42351788205033e-06,-0.493561470106324,-0.523829633363203,-0.463293306849445,-45.2735210974356,4,"Paired t-test",19.4221079531788
"signature | ImmuneSignatureScore | Class 43","signature","ImmuneSignatureScore","Class 43","radiomics vs radiopathomics",1.74635746367747e-06,-0.488536622547063,-0.520070145396661,-0.457003099697464,-43.014385701531,4,"Paired t-test",19.1272196734207
"signature | ImmuneSignatureScore | Class 43","signature","ImmuneSignatureScore","Class 43","pathomics vs radiopathomics",0.121259354223365,0.00502484755926167,-0.00208542276169825,0.0121351178802216,1.96212137942931,4,"Paired t-test",3.04383205050621
"signature | ImmuneSignatureScore | Class 44","signature","ImmuneSignatureScore","Class 44","radiomics vs pathomics",0.000111104814279239,-0.370223517455301,-0.438141126702014,-0.302305908208588,-15.1345915185851,4,"Paired t-test",13.1357910480942
"signature | ImmuneSignatureScore | Class 44","signature","ImmuneSignatureScore","Class 44","radiomics vs radiopathomics",8.71907169996203e-05,-0.365582535934194,-0.428653365643458,-0.30251170622493,-16.093332640766,4,"Paired t-test",13.4854659317686
"signature | ImmuneSignatureScore | Class 44","signature","ImmuneSignatureScore","Class 44","pathomics vs radiopathomics",0.204780052505052,0.00464098152110652,-0.00387433558323887,0.0131562986254519,1.51320617537709,4,"Paired t-test",2.28785290471363
"signature | ImmuneSignatureScore | Class 45","signature","ImmuneSignatureScore","Class 45","radiomics vs pathomics",0.000202128446811285,-0.211605403806352,-0.256803586729863,-0.166407220882841,-12.9985488271906,4,"Paired t-test",12.2724400039698
"signature | ImmuneSignatureScore | Class 45","signature","ImmuneSignatureScore","Class 45","radiomics vs radiopathomics",0.000256289301706458,-0.209211856958222,-0.256690158874704,-0.161733555041741,-12.2343304784317,4,"Paired t-test",11.9299391221341
"signature | ImmuneSignatureScore | Class 45","signature","ImmuneSignatureScore","Class 45","pathomics vs radiopathomics",0.876754497345158,0.00239354684812967,-0.0378189254894741,0.0426060191857334,0.165260951248123,4,"Paired t-test",0.189755169031839
"signature | ImmuneSignatureScore | Class 46","signature","ImmuneSignatureScore","Class 46","radiomics vs pathomics",5.15789946472084e-05,-0.46107071786176,-0.530728258403135,-0.391413177320385,-18.3775873768748,4,"Paired t-test",14.2428568213489
"signature | ImmuneSignatureScore | Class 46","signature","ImmuneSignatureScore","Class 46","radiomics vs radiopathomics",4.87651959563638e-05,-0.444646504344854,-0.510878153451614,-0.378414855238095,-18.6396779663695,4,"Paired t-test",14.3237886204003
"signature | ImmuneSignatureScore | Class 46","signature","ImmuneSignatureScore","Class 46","pathomics vs radiopathomics",0.430927961486946,0.016424213516906,-0.0356861231908222,0.0685345502246341,0.875084102440162,4,"Paired t-test",1.21448138170302
"signature | ImmuneSignatureScore | Class 47","signature","ImmuneSignatureScore","Class 47","radiomics vs pathomics",4.51975660762882e-05,-0.485185391350164,-0.556083090248153,-0.414287692452176,-19.0004841605073,4,"Paired t-test",14.4333953899427
